,date,location,IP address,component,interaction,duration,downtime
4316,2021-08-04,"34440 Kristina Squares
Shirleymouth, TX 63144",198.78.241.231,web frontend,click,23.53,3.24
4317,2021-08-13,"122 Paul Road
East Breannaton, MN 05691",138.36.40.171,mongodb database,other,63.3,0.75
4318,2021-08-16,"750 Scott Wells Suite 526
North Jennifermouth, HI 42514",133.58.102.126,customer database,potential SSH threat,6.11,0.0
4319,2021-05-29,"800 Foster Road Suite 556
Ayersport, KY 74929",160.132.108.36,shipping database,SQL injection threat,69.88,87.41
4320,2021-05-20,"88071 Gregory Radial Suite 556
East Nathan, OK 80665",171.60.177.250,android frontend,new route,63.28,7.140000000000001
4321,2021-07-02,"954 Kimberly Alley Suite 563
Thomasmouth, MD 60163",94.49.65.208,shipping database,throttling,60.73,1.56
4322,2021-08-07,"04356 Olson Road
Destinyborough, NY 46804",216.104.245.145,ai engine,training data error,97.51,12.38
4323,2021-08-14,"969 Franklin Gateway Suite 744
New Patricia, NH 59991",221.168.177.11,ai engine,error loading model,63.33,75.98
4324,2021-06-02,"348 King Point Apt. 970
North Michael, DE 94010",199.232.235.30,shipping database,throttling,50.37,74.6
4325,2021-06-17,"PSC 9017, Box 2975
APO AE 38671",218.134.67.26,sap shipping management system,server error,70.45,0.0
4326,2021-06-08,"071 Mitchell Road
South Kenneth, MN 34480",93.76.66.224,web frontend,type,35.88,38.25
4327,2021-06-07,"USS Jenkins
FPO AP 70483",71.171.137.194,shipping database,potential SSH threat,40.84,63.6
4328,2021-07-05,"8897 Karen Island Apt. 870
Lake Coltonfurt, MN 71631",106.95.25.157,web frontend,type,5.53,1.64
4329,2021-06-22,"7469 Hunt Ways Apt. 364
Russellmouth, MN 16802",216.18.116.83,android frontend,new route,16.48,1.36
4330,2021-08-02,"094 Edgar Wells
Cynthiaside, CO 05609",64.3.83.214,sap shipping management system,invalid SAP unit code,65.06,63.31
4331,2021-06-01,"70229 Roberts Views
Faulknertown, MO 25159",4.73.36.132,sap shipping management system,connection timeout,66.36,0.0
4332,2021-06-13,"USNV Williams
FPO AA 46590",216.209.247.15,shipping database,throttling,61.78,53.93
4333,2021-06-10,"76800 Weber Centers
Torresborough, DC 85422",152.171.11.28,web frontend,scroll,51.82,0.0
4334,2021-07-28,"12363 Lori Glen Suite 554
North Sarahton, MD 75639",203.135.129.0,shipping database,SQL injection threat,80.89,39.25
4335,2021-08-09,"4496 Mccoy Coves
Lake Christine, UT 16155",157.38.52.49,web frontend,dormant,58.23,79.26
4336,2021-07-01,"76527 Kayla Viaduct Suite 543
Barnesland, OR 38725",223.210.141.233,ai engine,parameter values invalid,49.39,67.06
4337,2021-07-31,"USCGC Reynolds
FPO AP 70324",223.185.196.102,mongodb database,other,6.59,3.69
4338,2021-08-14,"19729 Christian Branch
Port Kellyport, KS 23452",194.43.83.145,sap shipping management system,unknown shipping code,73.4,0.0
4339,2021-07-19,"132 Brian Vista Suite 212
West Thomasburgh, ME 24350",206.2.174.193,shipping database,potential SSH threat,3.87,1.42
4340,2021-07-16,"1893 Campbell Forest
Matthewsside, WA 57953",193.188.131.21,django controller,HTTP 401 response,10.72,0.0
4341,2021-06-28,"37907 Bonilla Forge
East Derrick, NY 78386",220.180.160.13,django controller,HTTP 404 response,25.55,0.0
4342,2021-06-29,"750 Vanessa Garden Suite 919
Jacobsmouth, MI 85279",70.240.167.148,mongodb database,SQL injection threat,39.63,25.95
4343,2021-08-18,"55549 Smith Creek Apt. 577
North Michael, VA 11052",32.182.39.203,ios frontend,dormant,77.56,21.29
4344,2021-07-13,"906 Sierra Pine
New Robertshire, PA 70346",145.155.105.89,sap shipping management system,server error,2.4,0.0
4345,2021-06-19,"5984 Candace Greens Suite 678
Ginaview, NV 80410",202.189.210.224,ios frontend,bounce,90.88,0.0
4346,2021-07-22,"89616 Barnes River Suite 961
West Christine, HI 04623",153.197.140.64,shipping database,SQL injection threat,72.0,16.14
4347,2021-08-07,"PSC 7412, Box 3138
APO AP 11428",108.17.153.53,shipping database,request timeout,63.41,32.48
4348,2021-07-17,"57476 Miller Lodge Suite 528
Jameschester, KY 54311",186.145.161.133,customer database,SQL injection threat,76.6,0.0
4349,2021-08-13,"3509 Fuller Plains
East Cindystad, NJ 17890",121.211.236.164,ai engine,error loading model,2.78,0.0
4350,2021-05-24,"PSC 1601, Box 2274
APO AP 77818",182.87.22.46,django controller,HTTP 400 response,86.75,68.45
4351,2021-08-02,"239 Nicholas Land Suite 381
Port Kristentown, NE 67942",194.3.172.140,customer database,other,76.65,0.0
4352,2021-05-24,"18526 Ward Stream Apt. 001
East Jenniferburgh, AK 43291",223.135.141.16,shipping database,potential SSH threat,1.99,0.0
4353,2021-06-29,"288 Foster Prairie
West Samuelborough, OR 62461",148.134.108.27,django controller,HTTP 401 response,75.35,75.65
4354,2021-08-14,"1912 Holmes Mountain
South Aaron, OK 90834",181.248.247.93,shipping database,invalid key,4.88,0.97
4355,2021-05-30,"435 Oconnor Street
Tyroneville, NY 72857",195.228.161.127,django controller,HTTP 400 response,15.62,0.0
4356,2021-08-13,"5192 Everett Harbors
New Hannah, UT 10549",85.32.134.149,django controller,HTTP 400 response,6.2,0.0
4357,2021-08-02,"5782 Donald Viaduct Suite 838
East Ashley, AK 36724",14.59.147.214,android frontend,scroll,17.59,0.0
4358,2021-06-08,"USNS Trevino
FPO AE 54588",42.135.83.166,ios frontend,new route,98.64,77.02
4359,2021-06-15,"6765 Campbell Lane Suite 492
Mistychester, RI 17087",106.202.224.107,android frontend,refresh,28.65,14.66
4360,2021-08-16,"701 Hardy Stream Apt. 466
Shawport, MI 39326",106.205.82.59,web frontend,click,43.91,0.0
4361,2021-08-02,"59794 Dalton Mill
Chadchester, UT 55655",128.129.209.189,customer database,update data error,85.33,33.02
4362,2021-07-26,"0687 Cynthia Mission
Gouldhaven, MI 71840",148.152.72.219,sap shipping management system,unknown shipping code,54.39,0.0
4363,2021-07-11,"253 Jake Run Suite 150
Josemouth, AR 50254",220.237.116.174,django controller,HTTP 404 response,69.55,0.0
4364,2021-08-01,"562 Marcus Viaduct Suite 201
Kennedymouth, OK 44204",17.174.232.46,customer database,other,48.64,0.0
4365,2021-06-09,"2851 Michael Ford
Coxside, MN 86802",157.185.252.86,django controller,HTTP 500 response,9.4,0.0
4366,2021-07-04,"81346 Logan Ranch
Port Debbie, PA 32151",178.47.144.61,ios frontend,refresh,13.41,26.63
4367,2021-07-02,"USCGC Gutierrez
FPO AA 90246",165.84.90.54,django controller,HTTP 401 response,5.6,0.0
4368,2021-06-28,"453 Amanda Isle Apt. 211
Lake Anthonyburgh, ND 47967",142.11.6.58,web frontend,type,42.28,0.0
4369,2021-06-28,"USS Hernandez
FPO AP 38892",86.42.6.236,django controller,HTTP 401 response,15.3,0.0
4370,2021-07-13,"7525 Kimberly Trail Apt. 270
Ericport, NM 09453",191.51.165.84,mongodb database,SQL injection threat,42.73,19.74
4371,2021-05-20,"12748 Nicole Valley Apt. 656
West Taraton, FL 74551",42.197.45.132,shipping database,throttling,39.43,58.0
4372,2021-07-03,"9987 Bowers Springs
Coryland, HI 21996",141.208.71.13,sap shipping management system,unknown shipping code,12.8,0.0
4373,2021-07-04,"51844 Gina Island
Whitestad, NJ 23815",41.120.12.200,mongodb database,throttling,31.1,69.72
4374,2021-07-01,"885 Reynolds Circles Apt. 366
Johnhaven, DC 78448",159.20.143.225,android frontend,type,59.25,0.0
4375,2021-06-27,"2442 Jeremy Gateway
Sharonmouth, VT 28074",183.167.144.22,web frontend,click,0.1499999999999999,0.0
4376,2021-07-31,"3047 Schneider Falls Suite 460
Davidchester, WV 89947",195.49.38.159,sap shipping management system,unknown shipping code,9.55,0.0
4377,2021-06-24,"0606 Robert Track Suite 636
West Jessica, MN 76767",149.33.207.20,sap shipping management system,invalid SAP unit code,49.69,5.2
4378,2021-08-18,"289 Brandon Lodge Suite 001
Casefurt, AL 57608",192.211.217.228,android frontend,dormant,21.84,0.0
4379,2021-07-31,"18901 Holland Ranch Apt. 610
New Ernestborough, OR 66837",64.231.130.7,android frontend,dropdown click,15.5,18.56
4380,2021-05-26,"574 Erin Village Apt. 925
Johnsonport, DC 11164",201.92.45.243,ai engine,error loading model,3.1500000000000004,0.3899999999999999
4381,2021-06-20,"6004 Mueller Branch
Marshallstad, ME 06325",168.98.131.222,customer database,SQL injection threat,66.3,0.0
4382,2021-08-10,"58040 Gross Rapid
New Bradleyfort, VT 17887",212.166.203.190,mongodb database,throttling,24.05,22.97
4383,2021-08-10,"51886 Julie Divide Suite 191
Lake Dawn, FL 29168",35.139.21.129,customer database,cannot find customer,46.03,29.12
4384,2021-07-11,"312 Shannon Parkway
Boydchester, OK 78343",163.117.191.180,customer database,other,13.25,0.0
4385,2021-06-18,"4054 Tyler Knoll Suite 310
Popeberg, OK 97282",195.55.216.75,sap shipping management system,invalid SAP unit code,86.37,75.36
4386,2021-05-31,"25662 Craig Lodge Suite 266
New Brandy, ND 95072",85.34.43.30,sap shipping management system,invalid SAP unit code,56.76,0.0
4387,2021-08-09,"85449 Hughes Skyway
Velasquezchester, VT 79847",204.15.79.40,ios frontend,click,21.32,0.0
4388,2021-07-08,"045 Webb Knoll Apt. 723
Maryview, AL 68751",202.138.67.153,shipping database,throttling,80.47,92.4
4389,2021-06-08,"Unit 6357 Box 4950
DPO AA 42519",163.215.246.156,ai engine,error loading model,8.47,2.57
4390,2021-08-16,"43189 Kimberly Unions
Lake Mark, NJ 97297",63.55.97.138,mongodb database,entry does not exist,66.24,75.49
4391,2021-05-24,"38971 Ferguson Divide
Tiffanyfurt, AZ 71817",142.27.62.181,ai engine,training data error,75.56,3.97
4392,2021-05-31,"1570 Tammy Spurs
Simonborough, CA 79302",142.59.163.137,ios frontend,dormant,15.13,0.0
4393,2021-08-17,"79591 Joseph Flat Apt. 322
Daviston, RI 48083",12.230.107.139,shipping database,request timeout,53.24,91.1
4394,2021-08-12,"1408 Anderson Run
East Angela, IN 49070",48.191.60.125,ai engine,error loading model,42.45,65.67
4395,2021-07-16,"28781 Greer Parkways
North Paulborough, ID 61407",67.84.121.234,ios frontend,type,21.64,0.0
4396,2021-05-26,"67916 Saunders Via
North Loristad, PA 68624",8.187.26.23,web frontend,new route,28.72,4.6
4397,2021-08-06,"USNV Harris
FPO AE 87643",9.219.207.52,customer database,other,54.25,0.0
4398,2021-06-08,"USNS Gibson
FPO AE 99303",169.16.154.143,sap shipping management system,server error,40.1,0.0
4399,2021-08-01,"467 Melissa Center
Lauraborough, MT 22818",94.158.255.63,sap shipping management system,server error,4.42,0.0
4400,2021-07-16,"2272 Paul Islands
North Adamtown, MS 78429",154.12.53.29,mongodb database,throttling,19.86,14.91
4401,2021-06-22,"USCGC Ramirez
FPO AE 68467",12.34.27.181,ios frontend,refresh,18.19,0.0
4402,2021-06-09,"2829 Russell Station Suite 935
New Heidi, NJ 28583",211.170.240.220,android frontend,type,1.11,0.0
4403,2021-06-20,"648 Victor Dam
Shafferbury, WI 60254",17.187.72.252,ios frontend,dropdown click,82.49,0.0
4404,2021-08-04,"2689 Kelly Alley Suite 340
Mistyfurt, WA 04306",123.167.30.68,ai engine,error loading model,7.949999999999999,2.63
4405,2021-07-17,"99773 Manuel Unions
Greenside, CT 50060",129.75.20.107,sap shipping management system,invalid SAP unit code,36.17,0.0
4406,2021-07-25,"14139 Christopher Path
West Maria, NJ 40014",19.180.3.210,ai engine,parameter values invalid,51.33,84.41
4407,2021-06-08,"887 Adams Vista
New Shelly, OR 29482",93.15.236.95,customer database,other,82.38,48.78
4408,2021-08-07,"493 Nicholas Freeway Apt. 896
New Robintown, FL 56852",64.105.75.175,django controller,HTTP 500 response,83.11,2.2
4409,2021-07-28,"450 Amanda Crescent Apt. 315
East Stacey, AR 00640",221.172.91.219,customer database,timeout,26.97,5.4
4410,2021-06-16,"6104 Christopher Forest Suite 482
West Micheletown, MO 37716",210.153.52.79,customer database,potential SSH threat,53.8,0.0
4411,2021-06-09,"0036 Scott Bypass Apt. 622
Lisaview, MI 47652",125.224.20.201,sap shipping management system,invalid SAP unit code,74.95,0.0
4412,2021-08-05,"7864 Taylor Roads
Jasontown, ND 03879",201.83.134.82,sap shipping management system,connection timeout,86.29,31.64
4413,2021-08-08,"40860 Fry Street Apt. 640
North Richardhaven, CA 26744",206.95.138.64,django controller,HTTP 400 response,82.96,20.65
4414,2021-06-12,"6661 Lisa Club Suite 664
North Patricia, TX 18336",111.31.186.153,ai engine,error loading model,16.81,6.84
4415,2021-06-11,"94191 Laura Harbors Suite 960
Wardtown, DE 45367",90.161.171.115,shipping database,potential SSH threat,94.78,28.08
4416,2021-06-16,"1501 Thomas Canyon
Hornestad, VT 41512",48.9.127.88,android frontend,bounce,42.07,38.98
4417,2021-08-11,"52009 Denise Drive
South Davidmouth, OK 22145",205.42.251.76,ios frontend,new route,27.69,21.55
4418,2021-07-21,"3932 Patricia Orchard
Lake Levi, MT 33275",167.254.9.131,customer database,update data error,87.12,8.89
4419,2021-06-10,"15434 Marcus Dale
Port Donaldfort, RI 81972",25.173.91.227,android frontend,click,35.87,0.0
4420,2021-07-24,"7823 Allen Mews
Port Joshuaside, RI 13890",193.159.115.220,web frontend,scroll,67.97,77.38
4421,2021-06-12,"3690 Tonya Mews
Wongchester, AL 27438",196.164.45.91,django controller,HTTP 404 response,5.54,0.4399999999999999
4422,2021-07-31,"6907 Sellers Well
West Daisymouth, OR 42897",215.135.199.57,customer database,potential SSH threat,93.96,67.77
4423,2021-08-14,"601 Jennifer Bridge Apt. 768
New Johnmouth, IN 83949",114.40.124.248,mongodb database,server error,15.14,17.89
4424,2021-07-21,"932 Dana Coves Suite 195
East Julia, WY 23848",223.58.19.169,sap shipping management system,unknown shipping code,17.07,6.27
4425,2021-07-31,"USNV Walls
FPO AE 47544",206.128.182.234,mongodb database,server error,45.3,88.18
4426,2021-07-24,"91192 Craig Glens Apt. 256
New Jacqueline, AK 59471",178.165.162.141,shipping database,request timeout,75.36,40.98
4427,2021-08-15,"PSC 7093, Box 1262
APO AE 70775",27.79.163.8,customer database,cannot find customer,51.61,73.8
4428,2021-05-22,"5909 Taylor Villages
West Angelaport, RI 16654",11.176.253.1,ios frontend,bounce,61.0,23.88
4429,2021-07-15,"USNS Hansen
FPO AP 14682",138.93.102.106,web frontend,scroll,45.06,98.72
4430,2021-07-07,"364 William Viaduct Suite 552
Jamiemouth, LA 61470",217.180.127.132,mongodb database,server error,87.21,54.13
4431,2021-06-29,"47089 Todd Ports Suite 765
Lake Patrickmouth, UT 16875",138.64.82.91,ios frontend,bounce,0.01,0.0
4432,2021-06-12,"4623 Sanchez Ford
New Frank, NV 71372",153.155.77.209,django controller,HTTP 400 response,80.38,0.0
4433,2021-08-02,"157 Wolfe Centers Apt. 157
East Timothy, KS 78318",119.47.218.8,ai engine,parameter values invalid,2.49,0.0
4434,2021-05-27,"951 Woods Meadows
Kramerfort, NY 84938",168.128.192.106,django controller,HTTP 404 response,85.78,71.8
4435,2021-07-01,"5872 Gary Ports Suite 248
North Adrianaville, MO 16888",4.194.94.123,android frontend,dropdown click,48.9,0.0
4436,2021-05-29,"233 Jasmine Rue
East Lisaton, DE 27880",15.77.18.188,ios frontend,click,73.8,6.64
4437,2021-07-19,"Unit 2114 Box 2482
DPO AE 66974",145.215.45.158,shipping database,throttling,32.45,36.03
4438,2021-05-27,"63427 Stephanie Canyon
New Tiffany, NJ 86556",13.15.86.108,shipping database,potential SSH threat,2.86,0.0
4439,2021-06-21,"7636 Sharon Fork
Port Thomas, DE 74639",199.39.57.2,sap shipping management system,connection timeout,41.06,0.0
4440,2021-07-17,"5767 Williams Village Apt. 271
Gonzalezland, LA 47518",89.198.69.51,shipping database,request timeout,9.16,0.1899999999999999
4441,2021-06-02,"577 Reed Isle
Matthewview, VT 96512",46.55.71.244,web frontend,bounce,55.83,51.5
4442,2021-07-29,"536 Walker Prairie Suite 500
Coleville, IN 19431",203.4.101.112,ios frontend,scroll,67.65,53.79
4443,2021-06-22,"9833 Patel Prairie Apt. 000
East Kevin, MD 33657",162.179.194.227,sap shipping management system,invalid SAP unit code,32.92,0.0
4444,2021-07-04,"5447 Dana Corners Suite 426
Penaland, KS 24029",206.35.214.11,mongodb database,server error,98.96,19.8
4445,2021-06-08,"138 Harmon Squares Suite 690
Greenhaven, NJ 71374",199.162.133.192,mongodb database,other,22.68,6.39
4446,2021-08-15,"330 Hernandez Shores
East Samanthamouth, RI 95162",154.64.44.58,ai engine,training data error,43.21,26.86
4447,2021-06-04,"030 Megan Park
Whitefort, IN 60582",167.38.130.64,ai engine,training data error,6.65,3.17
4448,2021-08-02,"743 Acevedo Road Apt. 808
Lake Marymouth, OK 50250",129.167.4.44,web frontend,dropdown click,13.3,0.0
4449,2021-08-19,"7169 Miller Corner
Robbinsberg, KS 89639",145.130.211.241,android frontend,new route,78.2,0.0
4450,2021-08-13,"91778 Murray Gardens
North Pamela, DC 15571",171.236.178.193,mongodb database,entry does not exist,69.7,17.3
4451,2021-07-25,"408 Austin Fields Suite 248
Andersonbury, WV 89249",29.10.183.121,shipping database,request timeout,91.87,15.43
4452,2021-05-25,"678 Lopez Junction Suite 658
Johnfurt, AZ 02947",110.157.245.106,android frontend,scroll,52.45,0.0
4453,2021-07-17,"7918 Kayla Views Apt. 071
Michelleland, MI 90743",217.201.128.207,customer database,timeout,37.36,0.0
4454,2021-07-11,"645 Harris Villages Apt. 167
Lake Austin, CA 82701",164.193.97.244,ios frontend,refresh,28.22,15.9
4455,2021-06-13,"550 Hayes Underpass
North Lindaland, IN 96448",213.103.96.44,web frontend,bounce,57.98,0.0
4456,2021-06-03,"26450 Blankenship Forks Apt. 488
Toddland, WV 05640",206.52.66.175,sap shipping management system,unknown shipping code,87.98,0.0
4457,2021-05-25,"836 Smith Bridge
Sanchezstad, NE 42739",223.208.218.232,customer database,update data error,31.66,0.0
4458,2021-05-22,"0407 Kimberly Corners Suite 608
Whitefurt, WA 12047",163.25.56.178,shipping database,request timeout,80.67,1.44
4459,2021-06-04,"3947 Vazquez Stravenue
Josephmouth, MN 36150",161.157.42.12,customer database,timeout,54.23,17.99
4460,2021-06-12,"57629 Ashley Ways Suite 577
Jacobhaven, IL 25953",196.85.1.241,ai engine,parameter values invalid,54.58,66.43
4461,2021-08-07,"98205 David Streets Apt. 685
Lake Eileenmouth, KS 73619",194.2.165.7,mongodb database,entry does not exist,86.27,34.83
4462,2021-07-19,"63141 Michelle Forges
North Kendra, VT 50963",76.107.38.172,customer database,SQL injection threat,42.78,13.65
4463,2021-08-17,"PSC 2691, Box 1628
APO AA 58743",163.89.29.140,sap shipping management system,invalid SAP unit code,69.34,0.0
4464,2021-06-08,"2732 Bailey Loop
Williamsberg, VA 47628",174.188.134.227,customer database,other,37.1,65.63
4465,2021-07-09,"33717 Mario Route Suite 808
Choiton, GA 46905",152.85.75.113,customer database,update data error,7.98,2.05
4466,2021-07-27,"85532 Dana Fields Suite 837
Lake John, WY 41141",90.248.179.253,web frontend,type,77.03,21.7
4467,2021-06-07,"80573 Angelica Walk
Larryview, RI 89142",219.155.21.65,mongodb database,server error,36.44,65.08
4468,2021-06-24,"686 Santos Divide Apt. 317
Lake Michaelland, DE 23922",151.244.241.187,ios frontend,scroll,30.29,72.89
4469,2021-07-02,"34905 Jessica Cliff Apt. 069
Curtisbury, NY 62782",18.228.137.101,android frontend,scroll,44.38,31.91
4470,2021-05-20,"858 Laura Forges Apt. 641
Garciatown, DE 71484",87.130.21.217,customer database,other,33.17,94.45
4471,2021-05-25,"48632 Taylor Light
Erinborough, WY 17828",28.59.153.78,django controller,HTTP 400 response,12.86,0.0
4472,2021-08-17,"17611 Cassandra Branch
Toddmouth, LA 85499",125.0.219.52,customer database,potential SSH threat,86.99,33.54
4473,2021-06-18,"924 Thomas Trafficway
Port Samantha, MO 37489",198.208.183.29,shipping database,request timeout,33.17,48.63
4474,2021-08-10,"829 Peterson Trafficway
South Meganport, NM 82374",163.3.22.45,web frontend,dormant,86.61,0.0
4475,2021-08-14,"232 Miller Crescent Suite 860
Reynoldsberg, CO 02168",184.251.158.162,mongodb database,SQL injection threat,91.36,20.72
4476,2021-08-14,"53821 Lisa Curve Apt. 015
Williamsland, NC 48490",205.234.168.206,ios frontend,dropdown click,58.56,94.44
4477,2021-06-10,"49937 Pittman Motorway
East Ann, UT 73522",218.226.195.86,ios frontend,refresh,48.44,0.6000000000000001
4478,2021-05-31,"457 Watson Track Suite 662
Jasonbury, CT 83991",210.21.8.127,android frontend,dropdown click,42.83,65.95
4479,2021-06-05,"Unit 8101 Box 6217
DPO AE 00627",208.1.30.91,django controller,HTTP 500 response,20.57,7.039999999999999
4480,2021-07-07,"137 Tonya Dam Suite 482
Johnberg, TN 49107",196.50.145.151,ai engine,training data error,65.32,70.6
4481,2021-06-07,"262 Carrillo Drive
Kevinport, HI 81251",125.59.163.198,mongodb database,server error,81.51,57.63
4482,2021-08-11,"Unit 2957 Box 8554
DPO AP 51602",107.237.205.103,web frontend,dormant,54.8,14.75
4483,2021-07-10,"385 Stephanie Summit
North Aaron, MA 18732",142.250.12.57,ios frontend,scroll,41.62,12.19
4484,2021-07-05,"4059 Kelly Corner
Jenniferview, ME 10208",98.243.99.90,ios frontend,type,0.27,0.0
4485,2021-05-29,"3362 Lopez Stravenue
Fosterville, NH 30501",71.154.164.138,customer database,timeout,70.55,0.0
4486,2021-06-28,"63182 Dixon Port Suite 037
Philiphaven, SD 80261",199.86.15.170,customer database,SQL injection threat,65.01,0.0
4487,2021-06-25,"207 Gloria Crest
West Davidtown, OH 29551",128.24.230.243,ios frontend,click,34.57,0.0
4488,2021-05-23,"2680 Anne Plains Suite 391
Lake Ronaldfurt, PA 42140",64.209.240.216,mongodb database,server error,28.28,22.72
4489,2021-06-18,"081 Ramos Groves Apt. 798
Brendafurt, UT 49755",199.36.11.184,ios frontend,dropdown click,52.49,39.5
4490,2021-06-07,"192 Marsh Glen
West Alyssa, CO 30441",159.130.29.60,android frontend,type,33.95,31.270000000000003
4491,2021-07-11,"1584 Jesse Turnpike
East Robert, KY 39373",65.104.88.103,ai engine,bias detected in training data,39.37,0.53
4492,2021-07-17,"428 Elizabeth Divide
South Christina, VT 53674",25.167.149.88,customer database,update data error,7.4,1.67
4493,2021-08-16,"1308 Matthew Place
New Joshua, IL 08210",181.203.48.164,ios frontend,type,98.4,13.12
4494,2021-08-12,"9603 Sean Mill
South Christinaburgh, VT 29372",132.97.250.95,django controller,HTTP 401 response,90.97,63.25
4495,2021-05-22,"USNS Austin
FPO AE 78670",188.181.238.165,web frontend,dormant,57.38,19.75
4496,2021-06-21,"5127 Carson Fork Suite 282
Aaronmouth, OH 60140",122.200.106.137,sap shipping management system,unknown shipping code,25.94,20.01
4497,2021-06-15,"PSC 8694, Box 4242
APO AA 79606",154.89.99.119,django controller,HTTP 500 response,1.0099999999999998,0.0
4498,2021-07-07,"6281 Michelle Forge
West Jenniferfurt, OH 92275",176.77.111.252,django controller,not authorised,96.96,0.0
4499,2021-07-20,"566 Mendez Overpass Suite 542
South Jerrytown, ME 38163",184.123.186.244,mongodb database,entry does not exist,47.15,26.17
4500,2021-07-22,"4608 Jennifer Fords
New Julie, NC 92684",173.113.176.5,mongodb database,SQL injection threat,62.9,94.6
4501,2021-07-19,"995 Mandy Shoal Suite 670
West Diane, LA 34626",221.27.136.220,ai engine,training data error,55.81,77.75
4502,2021-06-23,"3651 Jermaine Branch
Lake Sandra, IA 98743",141.63.213.52,android frontend,type,57.22,52.13
4503,2021-08-05,"311 Morgan Valleys
Sandersmouth, NE 80489",137.109.98.57,customer database,cannot find customer,67.96,0.0
4504,2021-06-12,"2479 Brittany Inlet
Greghaven, OK 72159",203.43.156.0,django controller,HTTP 404 response,18.81,3.71
4505,2021-08-04,"9488 Tina Branch Suite 030
Callahanburgh, MS 11379",136.128.131.162,django controller,HTTP 500 response,89.36,51.0
4506,2021-08-12,"97622 Thomas Meadow Apt. 021
Josephville, CO 97780",11.8.47.63,shipping database,SQL injection threat,39.66,42.6
4507,2021-08-09,"USCGC Moore
FPO AE 38671",201.224.183.163,android frontend,dropdown click,70.65,39.09
4508,2021-07-17,"721 Sierra Lodge
Davishaven, UT 99430",198.215.235.85,android frontend,bounce,31.96,47.31
4509,2021-07-30,"2913 Wilkins Way Suite 412
New Stevenfurt, CO 21661",134.212.147.228,customer database,potential SSH threat,19.96,16.35
4510,2021-07-21,"423 Amanda Stravenue Suite 837
East Holly, NY 06450",164.34.136.184,customer database,timeout,29.9,0.0
4511,2021-07-31,"47125 Kelley Centers Apt. 545
Kingberg, IA 49018",95.164.64.155,mongodb database,SQL injection threat,83.18,53.76
4512,2021-06-26,"1457 Holland Valley
Josephtown, MN 01396",165.216.250.67,sap shipping management system,invalid SAP unit code,72.06,34.93
4513,2021-06-01,"Unit 7441 Box 8585
DPO AP 99759",98.223.60.131,sap shipping management system,server error,25.45,0.0
4514,2021-08-01,"9274 Carlson Plain
Monicaberg, KY 84281",177.37.5.17,django controller,HTTP 500 response,22.49,8.69
4515,2021-06-14,"1879 Samuel Turnpike
Smithhaven, ID 12943",140.59.163.8,sap shipping management system,server error,88.65,32.36
4516,2021-05-27,"38529 Chapman Bypass Suite 274
Wagnershire, WY 67353",109.126.38.140,mongodb database,throttling,48.17,86.41
4517,2021-07-05,"215 Bridges Branch
East Carlosshire, NE 45718",214.91.22.28,web frontend,dormant,77.48,0.0
4518,2021-06-02,"253 Williams Estate Apt. 255
New Jeffreyfort, VT 28985",192.183.186.30,mongodb database,SQL injection threat,33.87,69.41
4519,2021-06-17,"22277 Kim Roads Suite 969
West Shawn, HI 50510",207.23.24.188,ai engine,error loading model,0.95,0.0
4520,2021-06-07,"8350 Christopher Common
West Danielmouth, NJ 05136",134.40.164.232,ai engine,training data error,86.37,22.39
4521,2021-07-13,"1396 Williams Corner Apt. 051
Maystad, LA 20818",42.38.82.78,sap shipping management system,connection timeout,64.64,89.99
4522,2021-06-30,"309 Reynolds Locks
North Richardport, FL 53670",191.92.179.63,ai engine,error loading model,55.65,41.74
4523,2021-07-21,"Unit 4910 Box 5122
DPO AP 54418",214.207.210.255,ai engine,parameter values invalid,97.34,5.33
4524,2021-08-04,"809 Byrd Wall
North Kayla, PA 81906",203.66.68.209,android frontend,new route,97.3,0.0
4525,2021-06-14,"80891 Nicole Track
Brownmouth, IN 73083",196.82.24.94,django controller,HTTP 400 response,5.93,0.0
4526,2021-07-31,"78044 Nunez Cliffs Apt. 976
Christinehaven, ME 39922",47.77.183.68,sap shipping management system,unknown shipping code,78.8,0.0
4527,2021-06-01,"617 Patrick Fall
Fishermouth, MI 35744",210.63.101.120,mongodb database,other,95.35,2.11
4528,2021-06-17,"Unit 7202 Box 4834
DPO AE 40179",109.17.160.208,mongodb database,SQL injection threat,59.16,50.94
4529,2021-06-21,"76871 Hester Locks
Jacobtown, DE 81415",206.141.102.31,web frontend,type,43.55,0.0
4530,2021-07-17,"680 Michael Throughway Apt. 976
East Ashley, AL 74886",70.208.118.66,mongodb database,SQL injection threat,62.86,4.82
4531,2021-05-27,"985 Wood Greens
New Crystal, OK 66182",207.243.179.49,sap shipping management system,server error,24.05,11.0
4532,2021-07-09,"1140 Barker Mountain
Elizabethburgh, MO 91240",207.174.199.78,ai engine,model version invalid,75.71,35.75
4533,2021-05-23,"815 Kelly Terrace Apt. 216
Sanchezshire, AR 06762",39.145.159.250,sap shipping management system,unknown shipping code,23.13,11.91
4534,2021-07-29,"843 Rebecca Fork Apt. 081
Scottburgh, LA 58446",52.156.49.104,mongodb database,throttling,66.85,27.88
4535,2021-06-09,"41410 Anderson Summit Suite 349
Christopherstad, PA 25954",177.69.45.196,sap shipping management system,unknown shipping code,35.99,49.1
